Row,EFM_1_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_2_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_3_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_4_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_5_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_6_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_7_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_8_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_9_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_10_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_11_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_12_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_13_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_14_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_15_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_16_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_17_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_18_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_19_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_20_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_21_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_22_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_23_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_24_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_25_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_26_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_27_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_28_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_29_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_30_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_31_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_32_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_33_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_34_anchor_EX_lys__L_e_f,EFM_35_anchor_EX_lys__L_e_f,EFM_36_anchor_EX_lys__L_e_f,EFM_37_anchor_EX_lys__L_e_f,EFM_38_anchor_EX_lys__L_e_f,EFM_39_anchor_EX_lys__L_e_f,EFM_40_anchor_EX_lys__L_e_f,EFM_41_anchor_EX_lys__L_e_f,EFM_42_anchor_EX_lys__L_e_f,EFM_43_anchor_EX_lys__L_e_f,EFM_44_anchor_EX_lys__L_e_f,EFM_45_anchor_EX_lys__L_e_f,EFM_46_anchor_EX_lys__L_e_f,EFM_47_anchor_EX_lys__L_e_f,EFM_48_anchor_EX_lys__L_e_f,EFM_49_anchor_EX_arbtn_fe3_e_f,EFM_50_anchor_EX_arbtn_fe3_e_f,EFM_51_anchor_LYStex_b,EFM_52_anchor_LYStex_b,EFM_53_anchor_LYStex_b,EFM_54_anchor_LYStex_b,EFM_55_anchor_LYStex_b,EFM_56_anchor_LYStex_b,EFM_57_anchor_LYStex_b,EFM_58_anchor_LYStex_b,EFM_59_anchor_LYStex_b
EX_23dappa_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH4tpp_b,0,0,339.524529220171,0,0,0,11.4267299648375,10.2791620172637,234.608865471861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2t2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDONt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_enter_e_b,0,0,0,0.00391233916948976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649512543311967,0.000784846410899318,0.000842652863774139,0.00135323066404119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fecrm_un_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cgly_e_b,0,0,0,1.59009393850913,0,0,0,0,0,0,0,0,8.38979434197367,7.32383044270986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62744134398581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gmp_e_b,0.895868564601128,1.09321652273029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ump_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pydam_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH4tex_b,0,0,685.684699765682,0,0,0,23.9496028041211,30.8236342206273,324.305315587801,0,0,0,0,0,0,0,0,0,0,0,0.00167403728509906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6959064327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2O2tex_b,0,0,352.658406754328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7142857142857,0,0,0,0,0,0,0,0,250
ADEtex_b,13.830478490302,7.29048783764367,0,0.0234740350169386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756684880439486,0,0,0,0,0,0,0,0.00164046905640984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGMtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALAtex_b,0,0,0.0741244061516917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014831,0.0492456801374369,0.0492459157395371,0,0,0,0,0.248785760231723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_frulys_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971204746826407,0,0,0,0,0,62.5,50,0,0,0,0,0,0,250,3.53356890459365,0,125,64.1025641025641,0,0,50,0,9.0909090909091,35.7142857142857,29.4117647058824,0,0,0,250
FRUURt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUURtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCAt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3tex_b,0,0,0,0.00391233916948976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.8757763975155,71.4285714285714,0,0,0,0,0,0,0,0,0
GLYCtpp_b,0,0,0.00871572239742159,0,6.22534210668122,3.93196142119386,0.710270838523318,0.0160026978822429,0.0946166166604004,2.11683798104094,6.14684436955981,0,0,0,0,0,0,0,0,0,1.23954347430334,0,0,0,0.0003207,0.0249073036369752,0.0144732714362064,0.0891208633460483,0,0.0186814953040491,0.022574012912593,0.0242366612925889,0.0389220694132745,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7142857142857,0,0,0,0,0,0,0,0,0
H2Otpp_b,28.4904660351084,19.8395253300402,0,0,0,0,0,0,0,0,0,3.66472847579879,8.9792450349385,8.28074657790507,13.382600688927,9.52396128379516,9.62163787578528,9.61989212066173,10.8767811576156,10.4729184511298,13.5844644023347,0.0189556,34.4366861258208,34.4367177275413,0,0,0,24.3913562554643,0,12.1922882991268,3.25688735783173,21.0462793038173,108.177623481386,0,0,15.625,0,0,0,0,0,0,0,0,10.6007067137809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2tex_b,0,0,0,396.106890357652,0,16.8700825491376,0,0,313.153754464504,0,3.79501127509652,287.970986725026,282.798181068041,292.846490823433,167.974254485263,165.169724079607,165.344295298215,165.588341738921,165.967743098777,168.813271205418,0,735.302424742647,0,0,0,0,0,411.342546501241,0,0,0.31344583567127,0,0,125,0,0,0,0,0,0,0,0,0,0,37.1024734982332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUABUTt7pp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HISt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYALDtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7142857142857,0,0,0,35.7142857142857,0,0,0,0,0
EX_etha_e_b,0,0,339.095864201519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8571428571429,18.5185185185185,0
DINStex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_hdca_e_b,0,0,0.164832329007177,2.14358466626091,0,0,0,0,0,0,0,0.283998451267802,1.75020151052218,1.55846244050759,0,0,0,1.73868350523643,1.73924945022972,1.73248354907028,0,0.0132138,0,0,0,0,0,0,0,0.769733528683019,0.758978154755327,0.814879327681135,1.30862866681831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glcr_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMStex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81818181818181,0,0,0,0,0,0
GLUDy_b,0,0,0,28.3860557927812,22.3259409794785,11.4012515962785,23.4239987040886,18.3735057445038,45.5698854604648,7.58600980725715,21.6416002556857,0.547086538798067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,2.91073738680466,8.02139037433155,11.6959064327485,166.666666666667,0,0,3.53356890459365,0,0,32.0512820512821,0,0,0,10.2040816326531,0,0,0,0,0,0,0
GALURt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,125,0,0,0,0,0,0,0,0,0,0,0,0
GLCNt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
UREAtpp_b,0.126245476950848,0.154055680460316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTRCORNt7pp_b,0,0,0,5.04253149818272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74958967267327,1.74959804309277,0,0,0,0,0,0.837143027796975,1.01157199740216,1.08607751617024,1.74415048187767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCURt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_h2o_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
EX_ala__D_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XTSNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYStex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mnl_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_malt_e_b,0,0,0,0,0,0,0,0,0,0,0,0.325268060767108,2.63561124782133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTDtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PEPTtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pnto__R_e_b,0.00218567462349516,0.0026671497428658,0.000782702853276411,0.0101054141776956,0.000601833763045819,0.000658113352705949,0.000968763008633496,0.00143709915500035,0.00849690851206784,0.000204597529164835,0.000670288354922434,0.000961077669245469,0.00778750643136372,0.00740032617543623,0.00790051860940355,0.00788154794752801,0.0079623801475111,0.00796093544899548,0.0079635267495661,0.00793254761954109,0.00324297805902137,2.87999999954991e-05,0.000956291273649661,0.000956295848768551,2.88000000000024e-05,0.00223676440519133,0.00129975122345728,0.00800337032855111,0.000680771020527457,0.00167766468586628,0.00202722660393726,0.00217653833871728,0.00349534019052788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.625,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0
ETOHtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCLTt2rpp_b,0,0,0,0,972.163543880861,985.175418945546,962.499295805567,938.467330028588,0,0,972.865853754861,0.00148833555726452,0.0712232359036274,0.067682149812811,0.0122348309020624,0.0122054527242976,0.0123306303673266,0.0123283930911562,0.0123324060080124,0.0122844313830396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_asn__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21276783839895,3.2050533660512,3.23792400470814,3.23733651404449,3.23839027361959,3.22579252434096,0,0,0,0,0.388894708333327,30.1707067495486,17.5317583901145,6.50918555137873,0.553674853056182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cit_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mal__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98757763975155,0,0,0,0,0,0,0,0,0,0
EX_no2_e_b,0,0,0,316.101650864146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167403728509906,117.746461833823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91073738680466,10.6951871657754,23.391812865497,83.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACD3_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRTA_b,0.508446353864591,0.620450339402438,0,2.35078951720826,0.140002623978812,0.153094761231149,0.225360176763582,0.334307685895755,1.97660809419661,0.0475948554260025,0.155926992258901,0.223572361350387,1.81158220357503,1.7215137243486,0,0,0,0,0,1.84532266177985,0,0.00669965,0,0,0.00669965,0.520331203029189,0.302356884869287,1.86179791741925,0,0.390269660161437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCYTtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gam_e_b,0,0,0.327965404684589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1423200700475,1.14451019754785,13.718794833825,0.57003172940553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_inost_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mobd_e_b,7.96860539815991e-05,9.72398343753122e-05,2.85360415257021e-05,0.000368426558561816,2.1941855944378e-05,2.39937159840748e-05,3.53194846897616e-05,5.23942400260526e-05,0.000309783122835736,7.45928491746623e-06,2.44375962732152e-05,3.50392900252858e-05,0.000283919505310543,0.000269803558479328,0.000288039740967835,0.000287348102253643,0.000290295109544686,0.000290242438244707,0.000290336912744678,0.000289207465295776,0.00011823357506867,1.05e-06,3.4864786018683e-05,3.48649528194417e-05,1.05e-06,8.15487022726036e-05,4.73867633552128e-05,2.33863205211924,2.48197767900625e-05,6.11648583387951e-05,0.888456695609924,9.72865025630342,0.000127434277779664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGSNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2Stex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_so4_e_b,0,0,0,0.0723870466964787,0,0,0,0,0,0,0,0,0,0.0530099753469384,0.0565929510111089,0.0564570604713586,0.0570360772372083,0.057025728580841,0.0570442905706924,0.0568223810385891,0,0,0,0,0,0,0,0,0,0,0.0145214183469533,0.0155909673360184,0.025037801434233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_phe__L_e_b,0,0,0.244623177690401,3.15831035708841,0,0,0,0,0,0,0,0,0,2.31287173338129,0,0,0,0,0,0,1.01354887702081,0,0.298875887803301,0.298877317690891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thr__L_e_b,0.935385258228003,1.14143821964384,0,12.7512431918244,0,0,0,0,316.858110913379,0,0,0,3.3327553131467,0,0,0,0,0,0,0,0,647.120755223529,37.0444462747428,37.0444030241524,0.0420121000000674,3.26202197306334,1.89551350794679,3.42513681633629,0.291343995114816,0.717976408079191,0.867575557691244,0.931475277298242,56.8411949210183,0,0,0,0,0,0,0,81.8713450292397,0,71.4285714285714,0,0,0,0,32.0512820512821,0,0,0,0,0,0,0,0,0,0,0
EX_uri_e_b,1.12136871364706,1.36839136260752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01477595,1.14758052128083,0.66684232952234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76678445229681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E4PD_b,0,0,0,0.0117370175084692,0.000932006452494533,0.00101916165037118,0.00150023715920312,0.00222550771920185,0.0131584069318798,0.00031684200697047,0.00103801599408133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105424956651123,0.00259805017324772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nh4_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADK_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ddca_e_b,0,0,0.0664563641359994,0.715010685437467,0.0510994479436072,0.0558779368531982,0.0822540342017848,0.122018700129244,0.721440638352595,0.0173716089606478,0.0569116706351364,0,0.551006639949104,0.523611620277381,0.559002840149719,0.557660567016534,0.563379866166366,0.0427174674288033,0.0427313720507439,0.0425651415887111,0.275365996334932,0.0024453,0,0,0.0085104,0.660963881734063,0.384076486531622,2.36499593208671,0.057801714461657,0.142444217234148,0.143436840700456,0.154001423601413,0.247313523376676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
